product_id,product_name,category_id,price
217,Join Court,8,345.1
218,Point Example,2,283.73
219,North Price,7,29.91
220,,8,40.06
221,We Lead,7,316.68
222,Finally Ball,2,152.7
223,Floor Phone,8,488.79
224,,3,79.52
225,Effort Crime,4,281.4
226,Worker Perform,5,288.5
227,Majority Rate,5,445.44
228,Close Paper,5,392.87
229,,1,201.52
230,Above Stock,7,68.33
231,,4,459.13
232,Market Feel,7,394.67
233,There Record,3,118.78
234,Change Blue,2,107.08
235,Beyond Show,3,340.58
236,Blue Everything,8,395.23
237,Increase Spring,5,353.33
238,Election Wide,4,58.28
239,Democrat Finally,7,496.91
240,Knowledge Baby,5,41.31
241,Cover Activity,6,233.65
242,Current Similar,3,1787.0
243,Listen Pick,4,355.12
244,This Now,6,63.6
245,Understand Always,4,433.17
246,Modern Mean,6,19.97
247,Onto Memory,6,261.52
248,Improve Find,3,279.82
249,,6,373.14
250,Phone Hundred,8,30.0
251,Then Provide,1,54.25
252,Color Significant,5,105.15
253,Easy Current,6,16.96
254,Day Population,7,124.99
255,Technology Stock,1,44.05
256,Else Statement,6,37.68
257,Wife Blue,2,421.1
258,Response Institution,1,266.41
259,,1,485.12
260,Suddenly Two,4,329.71
261,Pay Couple,3,129.48
262,Program Word,4,325.52
263,Brother Sing,5,42.97
264,Short Bill,3,256.16
265,Population Management,6,318.53
266,Language Million,3,487.27
267,Clearly All,6,156.16
268,,5,410.44
269,However Television,6,42.05
270,Mother Total,2,87.35
271,Room Teach,8,380.2
272,Every West,8,114.88
273,World Win,4,183.32
274,Admit Fear,6,347.25
275,But Relate,4,339.89
276,Hand Letter,2,47.24
277,Of Tend,3,11.52
278,Court Ten,4,237.52
279,Painting Third,5,256.83
280,Wish Including,5,195.68
281,Same Guess,4,446.24
282,Near Current,4,95.56
283,,6,492.59
284,Within Third,7,186.66
285,Respond Few,6,34.3
286,Experience Town,8,315.93
287,Enough Deep,7,286.95
288,Be Group,1,269.33
289,Example Level,6,481.77
290,Garden Many,1,312.03
291,Get Material,7,369.48
292,Story Fall,4,179.21
293,Reduce Short,7,136.22
294,Garden Method,6,188.04
295,Up Human,3,112.62
296,Young Energy,3,305.22
297,Fly Fine,8,381.5
298,Strong Much,4,101.76
299,Push Clearly,3,225.87
300,Have Better,6,351.81
6,Expert Black,3,348.03
184,Hope To,1,223.66
167,Buy Financial,1,165.13
77,Drive Since,7,188.83
127,Tv Speak,3,492.94
266,Language Million,3,487.27
120,Course Firm,2,123.46
123,Report Above,8,70.56
224,,3,79.52
28,Involve Student,1,181.16
