transaction_id,customer_id,product_id,date_id,amount,quantity
69,1731,188,2021-03-03,293.78,5
70,344,135,2022-02-02,184.89,5
71,1900,271,2021-06-07,2133.3,5
72,541,269,2021-07-05,1509.5,1
73,84,240,2022-02-21,,5
74,953,23,2021-02-18,18.88,2
75,1362,134,2022-04-06,777.45,2
76,844,299,2022-12-14,284.42,1
77,1829,115,2021-08-07,235.86,2
78,1532,162,2021-04-14,790.82,5
79,338,17,2022-11-18,2189.93,2
80,264,270,2021-04-18,1241.79,1
81,556,23,2021-05-20,46.28,4
82,233,91,2022-04-02,313.73,2
83,746,163,2021-06-20,352.68,2
84,601,21,2021-09-06,149.5,4
85,118,160,2021-11-05,371.88,4
86,1341,78,2021-02-27,626.97,1
87,1341,218,2021-07-23,1226.47,4
88,830,242,2021-12-02,948.69,1
89,891,154,2021-09-19,1649.85,1
90,31,139,2021-10-06,1512.48,2
91,396,95,2022-11-13,1494.65,4
92,1972,236,2021-01-10,1971.55,5
93,270,194,2022-09-26,1058.87,1
94,1169,132,2021-08-10,1230.48,5
95,1632,251,2021-05-24,12.78,2
96,719,210,2022-06-04,603.54,3
97,414,266,2021-07-27,294.54,1
98,1644,52,2022-01-25,1875.07,4
99,161,170,2022-01-20,1204.84,4
100,1981,104,2021-02-15,,4
101,1942,189,2021-09-25,2068.65,4
102,994,29,2021-03-31,255.31,5
103,446,182,2022-12-25,252.76,4
104,922,104,2022-11-28,774.92,2
105,427,228,2021-03-18,1116.67,2
106,63,213,2021-05-29,813.53,4
107,433,150,2021-09-11,2105.49,2
108,1032,238,2022-10-05,935.39,5
109,388,110,2021-11-29,1268.34,5
110,1490,223,2022-11-14,263.96,5
111,336,127,2021-08-12,,2
112,1502,34,2022-08-06,2153.96,4
113,239,162,2021-03-12,870.6,4
114,741,242,2022-06-16,1946.56,3
115,1949,164,2021-07-18,307.62,2
116,229,107,2022-05-01,404.49,5
117,728,55,2022-09-05,5461.65,2
118,1269,275,2021-06-20,736.93,3
119,1180,141,2022-01-31,270.94,5
120,1562,142,2022-08-27,378.08,1
121,1113,94,2021-03-17,273.67,5
122,1429,43,2022-02-19,225.43,1
123,690,70,2022-05-07,1372.01,1
124,737,68,2021-07-21,336.99,4
125,185,268,2021-06-27,,2
126,1801,41,2021-03-05,468.01,5
127,1555,114,2021-05-24,2136.19,3
128,1439,264,2022-04-25,985.57,4
129,1516,228,2022-06-09,1564.18,5
130,1516,128,2022-06-18,946.8,2
131,725,44,2022-03-20,89.93,5
132,894,213,2021-06-05,2400.77,5
133,937,297,2021-11-16,417.7,4
134,1452,206,2022-01-05,672.99,4
135,362,81,2021-07-07,260.62,5
136,1520,94,2021-09-17,1047.82,2
137,1058,27,2021-12-24,,4
138,490,137,2021-12-11,296.71,4
139,1981,134,2022-10-25,604.45,1
140,693,173,2022-08-08,1490.06,4
141,1032,50,2021-07-15,979.93,3
142,685,42,2021-04-17,1169.66,3
143,1431,150,2022-10-09,1756.56,1
144,1508,118,2022-09-10,194.07,4
145,375,236,2022-03-26,,4
146,1394,132,2021-01-16,528.9,5
147,1484,52,2021-04-07,959.56,3
148,1174,99,2021-10-05,220.32,2
149,1412,157,2022-02-18,1433.93,1
150,132,117,2021-10-04,1336.29,4
151,941,107,2022-04-20,660.12,2
152,1278,92,2021-04-29,790.51,3
153,26,207,2021-07-27,35.16,1
154,676,146,2022-11-02,302.45,5
155,1829,208,2021-04-17,264.89,4
156,1831,44,2021-04-10,90.13,3
157,168,50,2021-07-13,832.45,3
158,1324,71,2021-02-06,258.72,5
159,544,168,2022-10-11,1211.36,4
160,934,295,2022-02-05,1414.49,1
161,440,18,2022-04-02,2747.71,2
162,480,24,2021-11-15,1841.15,4
163,787,235,2021-09-01,212.92,4
164,1450,180,2022-12-19,484.22,3
165,1962,123,2021-03-02,1778.78,4
166,492,299,2021-04-04,160.13,4
167,1204,134,2022-12-07,221.58,1
168,1265,282,2022-03-12,73.75,3
169,1431,229,2022-11-29,1712.96,5
170,428,266,2022-11-20,1047.18,1
171,1149,142,2022-01-30,1025.61,2
172,1208,120,2022-08-29,345.25,2
173,1782,227,2021-09-28,367.25,1
174,1174,213,2022-10-03,2035.63,4
175,1345,211,2021-10-21,1973.18,3
176,1969,124,2022-02-22,314.4,1
177,1656,151,2022-04-24,555.83,1
178,231,128,2022-07-01,1162.67,2
179,357,245,2021-06-16,69.14,4
180,6,67,2022-08-19,133.79,2
181,1362,8,2021-08-21,1218.16,3
182,743,275,2022-09-17,669.58,1
183,5,286,2022-03-08,9126.59,3
184,426,178,2022-11-26,220.04,5
185,1312,21,2021-09-08,,5
186,1040,35,2021-06-24,1663.49,2
187,1557,283,2022-12-23,99.04,4
188,843,17,2021-04-16,376.7,1
189,1035,44,2021-04-04,109.47,2
190,77,46,2022-03-24,92.37,4
191,1679,132,2021-08-12,630.86,1
192,1095,194,2021-08-24,342.87,3
193,136,297,2022-06-09,285.11,3
194,1403,75,2022-12-26,116.28,3
195,228,278,2021-01-03,443.28,1
196,1854,185,2022-06-06,479.93,4
197,1000,29,2022-06-05,55.66,2
198,694,7,2021-02-28,394.19,3
199,847,136,2022-12-09,,5
200,752,109,2021-02-13,442.34,1
201,822,268,2022-06-12,,1
202,358,155,2021-01-03,1617.79,1
203,1576,119,2021-09-23,1538.87,5
204,1590,61,2021-02-10,775.36,5
205,1358,100,2022-01-27,681.76,1
206,713,108,2022-11-13,1832.02,2
207,1046,43,2022-08-21,449.91,1
208,1696,53,2022-01-01,,2
209,1040,110,2021-08-22,437.72,1
210,1241,192,2022-09-29,83.92,3
211,307,250,2022-07-09,502.24,2
212,1838,54,2022-11-13,220.8,1
213,236,161,2022-09-14,451.8,1
214,479,54,2021-10-10,374.77,3
215,536,198,2022-03-22,579.17,5
216,50,188,2021-05-23,1193.34,4
217,785,297,2021-11-23,283.41,5
218,64,25,2021-02-13,1291.04,3
219,463,83,2021-09-10,251.45,1
220,543,52,2022-04-12,299.61,5
221,1734,3,2022-02-23,1271.49,3
222,1567,126,2021-02-01,1159.45,1
223,1963,179,2022-07-15,1548.6,4
224,611,268,2021-08-01,1253.08,4
225,1145,73,2022-10-25,133.55,1
226,1146,278,2022-09-13,246.23,5
227,1115,278,2021-06-23,521.85,2
228,735,270,2022-08-01,948.25,4
229,1359,138,2021-11-08,56.65,2
230,1922,47,2022-03-13,2034.98,3
231,1619,171,2021-01-29,210.28,4
232,1656,259,2022-01-30,1029.14,2
233,608,142,2022-09-18,397.57,4
234,1633,70,2021-10-15,,3
235,26,179,2022-03-19,,5
236,1586,21,2022-11-03,550.47,5
237,463,174,2021-04-02,378.26,1
238,308,25,2022-01-12,1956.07,5
239,1766,48,2021-09-18,1153.89,3
240,282,112,2022-09-30,113.0,2
241,1353,132,2022-06-21,406.88,1
242,504,1,2022-07-23,340.59,2
243,1529,160,2022-02-03,,5
244,846,222,2022-04-19,287.19,1
245,187,102,2021-09-06,1323.35,3
246,127,180,2022-11-24,435.66,1
247,326,18,2022-03-07,929.42,2
248,921,189,2022-02-23,2034.8,1
249,1888,201,2022-04-15,166.75,4
250,1687,215,2021-11-12,531.13,2
251,360,223,2022-01-27,1394.06,2
252,1390,286,2022-07-08,15595.19,3
253,1859,259,2022-10-10,1312.1,5
254,34,219,2021-04-14,1074.01,1
255,533,91,2021-01-19,693.44,4
256,1242,179,2021-08-31,456.14,5
257,1619,95,2021-04-23,905.49,4
258,1126,226,2021-11-12,272.19,4
259,513,40,2021-10-22,167.0,1
260,1569,125,2021-10-18,656.93,3
261,604,16,2022-09-16,550.43,2
262,77,281,2021-09-22,437.1,1
263,1804,243,2021-10-21,672.73,2
264,863,238,2021-02-04,353.43,4
265,1409,41,2022-06-17,951.7,4
266,1879,229,2022-01-23,1053.93,4
267,1773,51,2022-10-03,163.44,5
268,389,295,2021-09-18,995.63,2
269,1631,276,2021-12-18,160.4,1
270,1166,14,2021-07-27,1428.22,4
271,189,261,2022-06-07,151.24,5
272,886,116,2021-01-28,500.66,1
273,1924,85,2022-02-19,317.25,5
274,1187,45,2021-12-16,,1
275,1927,25,2022-11-04,1141.18,5
276,1801,19,2022-07-16,1423.87,4
277,770,69,2021-02-02,527.94,5
278,1605,152,2021-05-02,363.53,4
279,1405,143,2021-05-31,39.44,2
280,1675,80,2021-10-18,38.18,4
281,1441,213,2021-01-07,508.58,5
282,1811,106,2021-03-21,2168.77,4
283,337,69,2021-10-13,283.76,5
284,1581,125,2021-12-19,791.52,2
285,344,300,2021-06-24,141.41,5
286,375,278,2022-09-12,,3
287,770,135,2022-02-20,955.51,3
288,1408,240,2021-04-11,1048.26,3
289,388,59,2022-10-19,1641.43,5
290,589,33,2022-10-01,364.18,4
291,62,41,2022-03-22,469.91,4
292,586,64,2022-10-28,663.77,3
293,129,43,2021-05-20,1085.26,4
294,791,188,2021-03-04,400.15,2
295,1733,224,2022-12-11,1423.74,4
296,120,206,2022-02-09,1337.71,3
297,587,226,2022-10-15,1314.86,5
298,1458,291,2021-10-25,701.12,5
299,792,210,2022-06-06,150.06,4
300,1775,143,2021-12-25,97.72,2
301,1135,155,2021-06-10,2399.22,5
302,580,173,2021-07-28,407.82,4
303,861,82,2021-02-08,120.11,3
304,809,164,2022-04-13,572.71,1
305,514,194,2022-10-10,1118.78,2
306,1195,208,2022-10-24,75.07,3
307,850,110,2021-01-07,509.09,4
308,913,168,2022-05-26,251.07,4
309,310,66,2021-03-28,788.43,4
310,314,205,2022-11-01,23.59,4
311,1329,235,2021-07-21,,2
312,1550,172,2022-12-16,,2
313,1665,236,2022-09-05,1138.06,2
314,420,228,2022-01-02,1940.34,5
315,1648,278,2022-05-30,277.18,3
316,1558,276,2022-01-20,98.69,2
317,609,85,2021-01-02,283.33,4
318,432,23,2021-02-12,19.16,2
319,1596,176,2021-05-13,146.08,3
320,1746,277,2021-02-15,226.84,2
321,1992,292,2022-05-17,1242.33,2
322,743,240,2022-01-04,1048.1,1
323,1,187,2021-10-24,175.08,2
324,381,174,2021-10-08,999.55,3
325,1454,161,2021-07-09,268.99,1
326,665,9,2021-08-01,1020.25,3
327,1995,297,2022-04-11,76.2,4
328,1772,37,2021-05-20,371.14,3
329,1193,229,2022-08-02,2166.1,1
330,209,107,2021-10-26,177.2,4
331,1819,59,2021-10-28,,3
332,767,17,2021-12-26,2169.88,1
333,1785,151,2022-02-03,102.5,4
334,1333,63,2022-03-20,403.25,1
335,1351,275,2022-06-20,1289.84,1
336,1355,280,2021-05-03,262.78,3
337,821,191,2021-07-14,2798.93,5
338,519,212,2022-11-28,418.87,1
339,1427,288,2022-03-18,300.45,3
340,1887,6,2021-01-24,698.33,1
341,1969,201,2022-09-21,318.24,3
342,1348,278,2021-04-10,447.61,2
343,1660,205,2022-05-13,39.01,4
344,1503,216,2021-02-26,19.57,4
345,869,29,2022-06-12,45.62,4
346,1737,260,2022-07-17,76.14,3
347,1427,244,2022-01-18,251.3,4
348,889,142,2022-08-28,671.89,4
349,1961,187,2021-12-13,155.5,5
350,917,103,2022-09-12,356.53,1
351,1059,167,2022-01-16,23.42,4
352,1732,20,2022-06-19,705.91,3
353,1625,110,2022-07-18,1078.48,2
354,541,41,2021-03-16,366.2,3
355,858,141,2021-04-04,212.99,5
356,622,78,2021-04-01,632.64,4
357,47,133,2022-08-08,1990.33,4
358,369,200,2022-11-19,200.8,4
359,460,192,2022-04-18,90.99,4
360,1429,167,2021-03-05,23.38,3
361,119,80,2021-07-24,102.62,4
362,764,40,2021-06-11,77.21,1
363,753,159,2022-02-10,646.6,3
364,306,78,2022-12-15,724.54,1
365,1164,266,2021-09-14,,3
366,1775,286,2022-12-30,2638.62,1
367,1977,149,2022-10-10,256.79,2
368,602,28,2022-02-01,1166.14,3
369,133,280,2022-06-28,597.5,2
370,1173,185,2021-02-10,807.64,2
371,1858,283,2021-12-27,104.33,1
372,563,170,2022-12-10,2549.24,4
373,1812,69,2022-07-12,1354.22,5
374,1805,84,2021-01-01,18.46,1
375,1575,139,2022-04-02,318.87,3
376,65,45,2022-08-29,1264.89,5
377,1285,103,2021-07-17,,4
378,789,98,2021-09-20,895.6,3
379,1373,12,2021-06-10,1809.83,5
380,1502,129,2022-06-30,,5
381,1786,210,2022-07-16,157.77,5
382,1049,78,2021-08-28,552.38,1
383,781,87,2021-12-25,779.1,5
384,772,33,2022-07-14,,1
385,642,102,2022-02-18,1693.98,3
386,1401,171,2022-12-14,938.28,1
387,1296,209,2022-03-03,238.2,5
388,318,90,2021-03-29,955.93,3
389,1864,215,2022-02-04,726.37,5
390,1914,229,2022-05-15,1992.52,1
391,791,282,2022-08-15,108.21,2
392,1933,265,2022-09-29,296.49,1
393,544,219,2022-03-29,1637.84,4
394,152,182,2021-09-23,192.82,1
395,647,232,2022-09-13,363.03,3
396,1110,151,2022-07-22,241.61,2
397,472,58,2021-06-29,72.44,4
398,1445,8,2022-11-10,1102.23,2
399,76,27,2021-12-31,621.24,2
400,1392,195,2022-07-03,107.97,2
401,1476,101,2021-10-13,1202.86,3
402,1332,221,2021-08-15,678.55,5
403,728,238,2021-01-15,1377.45,5
404,1548,36,2022-10-17,880.21,4
405,1956,147,2022-01-16,1923.19,3
406,961,264,2021-04-07,565.07,4
407,1691,195,2022-05-23,50.21,4
408,1775,249,2022-06-26,,1
409,1516,119,2021-03-03,729.46,2
410,1022,224,2021-05-02,1666.53,5
411,998,64,2021-07-12,223.75,2
412,875,187,2022-03-26,186.26,4
413,121,114,2022-10-28,981.27,2
414,1169,53,2022-07-12,2403.83,5
415,1953,228,2022-05-06,482.87,1
416,802,296,2021-12-13,1550.96,1
417,453,123,2021-12-08,,4
418,1872,76,2022-10-16,616.44,3
419,578,248,2022-04-21,961.38,5
420,1183,23,2022-04-30,27.59,2
421,1404,152,2021-06-07,315.67,4
422,1447,210,2021-10-17,329.88,4
423,1963,218,2022-05-19,891.42,3
424,434,294,2021-03-01,1541.11,1
425,763,113,2021-10-16,228.2,5
426,1095,105,2021-08-03,385.49,5
427,1685,5,2022-10-28,915.07,5
428,1887,180,2022-05-14,997.36,3
429,687,171,2022-02-23,828.36,2
430,139,164,2021-06-26,633.32,3
431,1182,93,2021-02-07,793.13,5
432,1053,67,2021-10-06,176.91,5
433,93,282,2022-09-08,145.99,1
434,771,250,2021-11-25,695.63,1
435,1615,7,2022-09-02,683.52,4
436,859,5,2022-11-01,2517.38,1
437,621,150,2021-12-11,,4
438,1125,153,2022-10-05,1215.59,5
439,136,160,2021-01-13,1025.8,4
440,1881,146,2021-02-08,143.02,1
441,1140,48,2022-10-29,1264.49,4
442,588,140,2021-03-02,1628.57,4
443,511,10,2021-06-21,809.92,5
444,431,136,2021-03-03,186.41,2
445,1651,154,2022-11-21,1337.62,5
446,1435,195,2022-07-07,,4
447,706,116,2021-11-25,1067.53,2
448,1206,168,2021-10-23,488.19,3
449,605,116,2021-08-06,597.31,1
450,318,99,2022-11-06,1166.22,1
451,809,31,2021-04-21,537.8,3
452,1768,201,2022-05-17,,4
453,396,217,2022-07-13,779.43,5
454,212,15,2021-03-26,1375.59,4
455,3,144,2021-06-27,492.62,2
456,449,69,2022-02-04,483.48,3
457,1099,121,2022-11-23,676.97,3
458,1005,292,2022-08-13,1304.82,5
459,168,203,2022-04-10,212.82,4
460,1515,161,2021-12-21,246.1,3
461,421,92,2021-03-30,975.01,5
462,104,144,2022-08-11,1143.11,2
463,136,39,2021-12-31,1074.43,2
464,206,135,2022-01-22,362.61,5
465,721,193,2022-11-23,1399.91,4
466,618,152,2021-07-29,61.42,5
467,1548,84,2022-04-06,16.89,5
468,820,233,2021-06-09,864.3,3
469,1877,42,2021-11-30,1775.0,3
470,1043,122,2022-10-30,1783.32,2
471,777,252,2022-07-28,145.67,3
472,1616,37,2021-04-17,867.9,4
473,118,253,2021-01-28,1509.92,5
474,705,201,2021-01-11,657.07,4
475,710,118,2022-01-12,185.14,4
476,1802,205,2022-02-17,12.4,4
477,26,78,2022-02-28,207.51,4
478,1699,139,2022-02-11,1666.84,3
479,730,152,2021-04-30,235.18,1
480,413,143,2022-09-15,49.95,3
481,1754,259,2022-08-02,477.28,1
482,775,77,2022-05-30,396.51,4
483,409,272,2022-07-04,836.21,2
484,408,279,2022-10-23,,2
485,452,289,2021-06-19,356.99,3
486,1106,221,2021-01-28,909.97,1
487,887,258,2022-04-26,1411.38,3
488,569,43,2022-06-30,1144.96,5
489,1061,9,2022-06-12,655.68,5
490,1788,9,2021-08-14,1092.46,5
491,100,169,2022-09-06,225.53,4
492,1978,299,2021-09-04,229.19,5
493,1270,136,2021-04-19,655.67,3
494,1388,75,2022-06-09,549.86,4
495,1466,115,2021-08-16,513.29,1
496,1013,76,2022-01-09,207.07,1
497,1687,216,2022-06-25,9.11,3
498,42,153,2021-07-14,1909.78,5
499,572,17,2021-11-08,1554.34,2
500,775,261,2022-10-16,,5
501,1919,242,2021-03-09,2472.76,3
502,1311,115,2022-06-12,501.15,1
503,1197,2,2022-03-21,26.43,3
504,1895,262,2021-08-08,13186.09,2
505,392,174,2021-03-01,750.96,3
506,1507,186,2022-11-08,201.08,3
507,947,110,2022-02-12,,3
508,331,70,2021-01-20,1477.36,1
509,1945,57,2021-10-29,1408.1,5
510,1154,88,2021-08-07,361.46,4
511,1487,186,2022-11-25,1252.38,3
512,1539,108,2021-07-02,435.91,5
513,778,280,2022-02-20,146.94,2
514,1911,270,2021-04-05,789.97,4
515,447,223,2021-08-07,1391.57,2
516,863,213,2022-03-15,,4
517,387,32,2021-10-18,2703.26,1
518,708,207,2021-04-21,25.7,3
519,591,129,2022-07-01,383.43,5
520,1195,26,2022-05-05,56.53,1
521,1797,169,2021-07-12,230.97,1
522,1282,103,2022-07-17,1125.2,3
523,1727,138,2022-08-07,145.85,3
524,682,176,2022-12-21,283.49,4
525,387,38,2021-02-21,2643.99,2
526,1582,260,2022-04-26,161.15,1
527,1824,195,2022-04-09,206.96,5
528,424,81,2021-02-24,1535.34,4
529,257,2,2022-06-09,100.08,1
530,681,157,2022-09-16,1049.45,4
531,738,145,2022-03-30,91.34,1
532,687,210,2022-05-24,619.79,5
533,875,200,2021-12-18,160.31,1
534,473,229,2022-11-13,1605.24,5
535,1714,213,2021-11-11,512.46,1
536,1184,1,2021-05-13,282.16,1
537,1304,209,2022-07-07,417.67,3
538,334,226,2022-08-28,,1
539,638,239,2021-09-21,519.05,1
540,1384,1,2021-11-10,138.95,5
541,1583,277,2021-01-25,241.42,2
542,459,119,2022-07-09,,4
543,1706,221,2022-01-20,412.39,5
544,656,42,2021-10-08,1144.38,4
545,26,9,2022-08-30,404.14,2
546,458,14,2021-04-22,2169.74,5
547,413,119,2021-10-16,1099.35,3
548,662,235,2022-03-21,,3
549,1198,124,2022-04-22,266.55,1
550,1459,230,2021-05-09,225.87,4
551,1463,123,2021-04-04,872.12,2
552,1244,280,2021-10-11,480.58,1
553,1399,174,2021-01-31,733.47,1
554,1980,58,2022-09-23,323.21,3
555,1476,97,2022-03-12,101.07,4
556,713,47,2022-08-23,,4
557,1456,176,2022-09-18,53.86,2
558,633,297,2022-11-09,276.13,2
559,956,52,2022-10-20,675.33,2
560,619,33,2021-02-26,758.66,1
561,1695,108,2022-01-20,1362.75,1
562,731,197,2022-06-28,373.91,3
563,509,107,2021-01-02,554.74,4
564,1359,29,2022-12-31,198.68,2
565,581,105,2021-08-11,362.51,5
566,1635,262,2021-03-28,2657.52,5
567,208,134,2022-08-05,408.7,1
568,1863,112,2022-06-10,242.93,3
569,1779,229,2022-09-22,557.5,5
570,265,73,2021-03-11,288.19,1
571,1911,165,2021-01-31,111.65,1
572,1419,104,2022-06-07,719.61,1
573,1961,252,2021-01-18,331.97,2
574,931,125,2022-01-03,376.15,3
575,1919,61,2021-05-08,1723.58,5
576,396,265,2022-12-19,920.27,4
577,572,24,2022-07-16,1587.36,4
578,22,25,2022-07-24,1664.63,2
579,349,296,2022-03-14,233.45,5
580,958,86,2021-10-05,953.45,1
581,1273,206,2021-01-10,359.38,4
582,321,41,2021-04-01,2001.44,1
583,34,86,2021-11-06,392.98,4
584,1390,294,2022-04-02,738.79,1
585,1446,52,2022-04-08,797.48,5
586,1915,227,2021-05-28,1887.52,4
587,416,156,2021-10-23,4505.85,2
588,596,162,2022-07-24,695.58,2
589,229,119,2021-09-03,904.58,4
590,821,104,2021-09-23,249.75,3
591,960,100,2021-06-20,514.11,5
592,159,35,2021-01-15,400.7,2
593,147,249,2021-02-09,1199.18,5
594,1491,294,2022-02-25,1520.76,2
595,815,281,2022-03-08,2462.3,2
596,212,212,2022-03-03,612.66,2
597,1260,278,2022-08-16,81.6,5
598,1953,276,2022-10-11,,2
599,1804,164,2021-01-04,686.47,1
600,444,188,2021-11-28,1413.03,4
601,807,96,2021-08-07,667.39,4
602,341,133,2022-11-16,999.77,5
603,1376,188,2022-10-08,406.2,4
604,79,43,2021-05-03,1452.02,4
605,1967,133,2021-03-24,952.7,3
606,424,139,2021-02-21,1664.86,3
607,959,147,2021-07-12,343.98,2
608,1483,49,2022-05-29,26.84,3
609,1668,258,2021-08-02,827.5,1
610,779,84,2022-11-12,101.27,3
611,1975,62,2021-07-08,1012.43,2
612,915,222,2021-12-08,912.87,2
613,1201,51,2022-05-21,152.75,1
614,1041,50,2022-05-01,1577.92,1
615,1373,167,2021-05-11,29.0,3
616,533,253,2021-08-23,1074.93,3
617,558,41,2021-12-23,1423.77,2
618,1103,142,2021-04-21,1010.11,1
619,1094,121,2021-09-08,509.96,3
620,829,75,2022-03-06,407.24,4
621,725,281,2022-05-11,,2
622,1661,46,2021-11-20,592.65,4
623,353,189,2021-07-04,486.4,3
624,1560,82,2021-01-07,107.34,3
625,89,18,2021-05-31,1994.2,5
626,908,212,2022-08-27,1268.77,1
627,1721,82,2021-04-09,108.22,4
628,1118,101,2022-01-22,274.03,2
629,1552,106,2022-11-07,464.0,1
630,1168,148,2021-02-03,235.67,3
631,805,108,2022-09-14,2093.8,4
632,325,140,2022-04-05,1003.01,2
633,705,217,2021-12-23,1243.9,3
634,1748,158,2021-09-30,526.08,5
635,795,288,2021-11-29,463.2,5
636,752,42,2022-05-24,327.96,1
637,572,70,2022-01-23,2168.29,2
638,1957,23,2021-03-10,51.05,5
639,981,111,2022-08-31,55.63,2
640,1678,126,2022-01-27,1126.7,2
641,1177,228,2022-07-03,1184.98,5
642,663,277,2022-02-07,128.17,3
643,1620,95,2022-04-02,1071.1,5
644,720,230,2022-05-13,,3
645,400,92,2021-04-07,441.2,1
646,1338,206,2022-01-29,311.07,3
647,1158,248,2022-08-02,221.62,4
648,179,268,2022-05-05,1043.23,4
649,586,186,2022-12-02,949.7,4
650,1430,224,2021-12-16,1386.4,3
651,977,27,2022-10-02,767.93,2
652,841,142,2021-12-04,1887.39,1
653,240,100,2022-05-12,556.09,2
654,1955,102,2022-04-24,2231.14,3
655,560,243,2021-08-17,465.1,5
656,1229,101,2021-01-17,699.53,2
657,27,125,2021-06-24,452.42,5
658,410,66,2021-12-29,,4
659,789,288,2022-01-04,476.06,3
660,1119,188,2022-09-10,750.36,5
661,307,146,2021-09-16,50.92,5
662,654,99,2022-02-12,581.94,1
663,159,264,2021-06-03,1014.45,5
664,210,276,2022-02-21,133.99,1
665,114,209,2022-11-17,917.43,5
666,147,144,2021-02-24,2088.98,1
667,1625,131,2021-12-07,21.77,5
668,430,111,2021-09-01,149.68,5
669,1040,195,2021-02-28,55.56,3
670,914,12,2022-02-23,1362.0,5
671,402,236,2022-05-08,1656.32,4
672,424,96,2022-09-22,1006.97,3
673,1809,172,2022-05-03,,1
674,444,131,2022-10-04,112.09,1
675,1007,255,2022-09-02,358.71,1
676,597,112,2021-03-31,271.05,3
677,52,178,2021-01-12,1025.29,4
678,566,128,2021-06-14,2052.77,4
679,163,51,2021-01-30,112.32,2
680,1711,195,2022-01-19,190.97,5
681,639,279,2021-03-26,660.98,2
682,1695,142,2022-10-16,361.78,2
683,1180,73,2022-04-11,239.14,1
684,1517,110,2022-10-27,505.3,1
685,1778,249,2021-03-30,2219.43,2
686,966,300,2021-03-26,280.17,4
687,1251,168,2022-07-06,,5
688,698,126,2021-03-20,670.14,4
689,583,185,2021-06-09,837.27,1
690,1544,41,2022-10-24,1342.58,2
691,1378,72,2021-05-07,434.66,1
692,632,289,2022-02-13,866.21,4
693,1577,215,2021-05-02,967.47,4
694,3,120,2022-02-14,460.24,3
695,114,19,2022-06-01,1306.28,1
696,973,180,2021-03-29,1761.77,4
697,1226,226,2022-10-04,627.74,4
698,1452,149,2021-02-11,428.91,2
699,1538,239,2021-12-20,722.69,4
700,1730,61,2022-09-07,1650.18,4
701,1472,161,2022-04-28,364.95,2
702,581,257,2022-08-30,175.69,2
703,124,37,2021-06-11,507.64,3
704,1320,21,2022-07-17,152.89,2
705,159,283,2022-06-24,117.94,4
706,576,272,2021-10-03,1230.93,5
707,989,135,2022-11-02,1064.67,4
708,289,224,2022-07-29,1832.27,4
709,122,30,2022-09-19,845.03,2
710,1299,142,2022-04-13,1574.49,3
711,425,43,2022-10-08,725.29,2
712,363,81,2022-04-16,237.94,1
